trial,timestep,scenario,power,stress,detection,is_attack,yaw_0,yaw_1,yaw_2
3,0,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,1,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,2,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,3,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,4,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,5,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,6,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,7,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,8,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,9,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,10,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,11,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,12,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,13,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,14,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,15,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,16,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,17,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,18,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,19,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,20,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,21,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,22,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,23,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,24,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,25,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,26,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,27,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,28,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,29,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,30,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,31,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,32,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,33,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,34,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,35,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,36,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,37,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,38,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,39,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,40,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,41,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
3,42,baseline,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
