trial,timestep,scenario,power,stress,detection,is_attack,yaw_0,yaw_1,yaw_2
2,0,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,1,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,2,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,3,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,4,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,5,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,6,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,7,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,8,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,9,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,10,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,11,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,12,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,13,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,14,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,15,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,16,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
2,17,cares,2801830.463879318,0.0878905864022122,False,False,-0.029296862134070734,-0.029296862134070734,-0.029296862134070734
