trial,timestep,scenario,power,stress,detection,is_attack,yaw_0,yaw_1,yaw_2
0,0,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,1,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,2,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,3,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,4,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,5,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,6,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,7,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,8,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,9,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,10,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,11,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,12,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,13,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,14,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,15,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,16,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,17,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,18,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,19,static_ids,2801830.6561841466,0.0,False,False,0.0,0.0,0.0
0,20,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,21,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,22,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,23,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,24,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,25,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,26,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,27,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,28,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,29,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,30,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,31,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,32,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,33,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,34,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,35,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,36,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,37,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,38,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,39,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,40,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,41,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,42,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,43,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,44,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,45,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,46,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,47,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,48,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,49,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,50,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,51,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,52,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,53,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,54,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,55,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,56,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,57,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,58,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
0,59,static_ids,2801830.4638802446,0.08789037454190743,False,False,-0.02929679151396914,-0.02929679151396914,-0.02929679151396914
